MetricID,Page,Group,Metric,Classification,RealSource,Formula,Unit,TimeWindow,OrgScoped,Joins,DrillDownSource,AttributionDependency,Status,Category(A/B/C/D),PlausibleExternalSource,DuplicateOf,Notes,StatusNorm,CategoryNorm
SALE-0122,Sales Tracking → Leads,Lead detail,Conversations,AGGREGATED,count(conversations) for this lead_id — leads.tsx:1660-1665,timeline.convs.length,count,all-time (limit 10),"yes — .eq('org_id',orgId!) leads.tsx:1664",none,Timeline tab stat tile (no further drill-down beyond the count),,LIVE,A,,,"Capped at 10 rows for the count tile, so exact totals >10 are undercounted (label just shows the capped length).",LIVE,A
SALE-0123,Sales Tracking → Leads,Lead detail,Content path,EVENT,"lead_content_touches joined to content_pieces(title,platform) — leads.tsx:1646-1652,1995-2021","Chronological list (touched_at desc) of touch_type + content title/platform, 'first → last' framing",list of events,all-time (limit 50),yes,content_pieces,n/a (this IS the drill-down for SALE-0121),"raw chronological order shown, not a formal first-touch/last-touch attribution computation",LIVE,A,,"SALE-0121 (same query, list view of the same count)",,LIVE,A
SALE-0124,Sales Tracking → Leads,Lead detail,Calls,EVENT,calls table for this lead_id — leads.tsx:1653-1659,"List of calls(status, scheduled_for, showed, closed, cash_collected_cents, call_summary), plus totalCash = sum(cash_collected_cents) (leads.tsx:1784)",list of events + $ sum,all-time (limit 20),"yes — .eq('org_id',orgId!) leads.tsx:1657",none,n/a (this IS the drill-down for SALE-0119),,LIVE,A,,SALE-0119,,LIVE,A
SALE-0125,Sales Tracking → EOD Reports,DM Setter EOD fields,Inbound DMs Sent,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).inbound_dms_sent, written by buildSetterActivityPayload() — src/lib/eod-reports.ts:440-479",,count,"'today' at submission time (activity_date, defaults to today)",yes — payload.org_id set from caller's current org (eod-reports.tsx:181-227),none (single-table insert),no drill-down UI in EOD Reports itself; aggregated on Team/Home dashboards,,LIVE,A,,,,LIVE,A
SALE-0126,Sales Tracking → EOD Reports,DM Setter EOD fields,Outbound DMs Sent,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).outbound_dms_sent, written by buildSetterActivityPayload() — src/lib/eod-reports.ts:440-479",,count,"'today' at submission time (activity_date, defaults to today)",yes — payload.org_id set from caller's current org (eod-reports.tsx:181-227),none (single-table insert),no drill-down UI in EOD Reports itself; aggregated on Team/Home dashboards,,LIVE,A,,,,LIVE,A
SALE-0127,Sales Tracking → EOD Reports,DM Setter EOD fields,Replies,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).replies, written by buildSetterActivityPayload() — src/lib/eod-reports.ts:440-479",,count,"'today' at submission time (activity_date, defaults to today)",yes — payload.org_id set from caller's current org (eod-reports.tsx:181-227),none (single-table insert),no drill-down UI in EOD Reports itself; aggregated on Team/Home dashboards,,LIVE,A,,,,LIVE,A
SALE-0128,Sales Tracking → EOD Reports,DM Setter EOD fields,Leads Contacted,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).leads_contacted, written by buildSetterActivityPayload() — src/lib/eod-reports.ts:440-479",,count,"'today' at submission time (activity_date, defaults to today)",yes — payload.org_id set from caller's current org (eod-reports.tsx:181-227),none (single-table insert),no drill-down UI in EOD Reports itself; aggregated on Team/Home dashboards,,LIVE,A,,,,LIVE,A
SALE-0129,Sales Tracking → EOD Reports,DM Setter EOD fields,Qualified Convos,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).qualified_convos, written by buildSetterActivityPayload() — src/lib/eod-reports.ts:440-479",,count,"'today' at submission time (activity_date, defaults to today)",yes — payload.org_id set from caller's current org (eod-reports.tsx:181-227),none (single-table insert),no drill-down UI in EOD Reports itself; aggregated on Team/Home dashboards,,LIVE,A,,,,LIVE,A
SALE-0130,Sales Tracking → EOD Reports,DM Setter EOD fields,Follow-ups,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).followups_sent, written by buildSetterActivityPayload() — src/lib/eod-reports.ts:440-479",,count,"'today' at submission time (activity_date, defaults to today)",yes — payload.org_id set from caller's current org (eod-reports.tsx:181-227),none (single-table insert),no drill-down UI in EOD Reports itself; aggregated on Team/Home dashboards,,LIVE,A,,,,LIVE,A
SALE-0131,Sales Tracking → EOD Reports,DM Setter EOD fields,VSL Page Links Sent,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).links_sent, written by buildSetterActivityPayload() — src/lib/eod-reports.ts:440-479",,count,"'today' at submission time (activity_date, defaults to today)",yes — payload.org_id set from caller's current org (eod-reports.tsx:181-227),none (single-table insert),no drill-down UI in EOD Reports itself; aggregated on Team/Home dashboards,,LIVE,A,,,,LIVE,A
SALE-0132,Sales Tracking → EOD Reports,DM Setter EOD fields,VSL Page Links Clicked,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).links_clicked, written by buildSetterActivityPayload() — src/lib/eod-reports.ts:440-479",,count,"'today' at submission time (activity_date, defaults to today)",yes — payload.org_id set from caller's current org (eod-reports.tsx:181-227),none (single-table insert),no drill-down UI in EOD Reports itself; aggregated on Team/Home dashboards,,LIVE,A,,,,LIVE,A
SALE-0133,Sales Tracking → EOD Reports,DM Setter EOD fields,Sets,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).sets, written by buildSetterActivityPayload() — src/lib/eod-reports.ts:440-479",,count,"'today' at submission time (activity_date, defaults to today)",yes — payload.org_id set from caller's current org (eod-reports.tsx:181-227),none (single-table insert),no drill-down UI in EOD Reports itself; aggregated on Team/Home dashboards,,LIVE,A,,,,LIVE,A
SALE-0134,Sales Tracking → EOD Reports,DM Setter EOD fields,Calls On Calendar,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).calls_on_calendar, written by buildSetterActivityPayload() — src/lib/eod-reports.ts:440-479",,count,"'today' at submission time (activity_date, defaults to today)",yes — payload.org_id set from caller's current org (eod-reports.tsx:181-227),none (single-table insert),no drill-down UI in EOD Reports itself; aggregated on Team/Home dashboards,,LIVE,A,,,,LIVE,A
SALE-0135,Sales Tracking → EOD Reports,DM Setter EOD fields,Live Calls,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).live_calls, written by buildSetterActivityPayload() — src/lib/eod-reports.ts:440-479",,count,"'today' at submission time (activity_date, defaults to today)",yes — payload.org_id set from caller's current org (eod-reports.tsx:181-227),none (single-table insert),no drill-down UI in EOD Reports itself; aggregated on Team/Home dashboards,,LIVE,A,,,,LIVE,A
SALE-0136,Sales Tracking → EOD Reports,DM Setter EOD fields,Closes,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).closes, written by buildSetterActivityPayload() — src/lib/eod-reports.ts:440-479",,count,"'today' at submission time (activity_date, defaults to today)",yes — payload.org_id set from caller's current org (eod-reports.tsx:181-227),none (single-table insert),no drill-down UI in EOD Reports itself; aggregated on Team/Home dashboards,,LIVE,A,,,,LIVE,A
SALE-0137,Sales Tracking → EOD Reports,DM Setter EOD fields,Downsells,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).downsells, written by buildSetterActivityPayload() — src/lib/eod-reports.ts:440-479",,count,"'today' at submission time (activity_date, defaults to today)",yes — payload.org_id set from caller's current org (eod-reports.tsx:181-227),none (single-table insert),no drill-down UI in EOD Reports itself; aggregated on Team/Home dashboards,,LIVE,A,,,,LIVE,A
SALE-0138,Sales Tracking → EOD Reports,DM Setter EOD fields,Cash Collected,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).cash_collected_cents (bigint), plus .original_currency (text, added 20260912090000_eod_original_currency.sql)",Math.round(Number(input)*100) → cents (eod-reports.ts:460),"$ (currency, as-entered — no FX conversion applied)",'today' (activity_date),yes,none,no drill-down UI here,,LIVE,A,,,"Stored in whatever currency the rep selected at entry (original_currency), never converted — mixed-currency totals must be aggregated currency-aware, not summed blindly as USD.",LIVE,A
SALE-0139,Sales Tracking → EOD Reports,DM Setter EOD fields,Total Revenue,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).total_revenue_cents",Math.round(Number(input)*100),$ (as-entered currency),'today',yes,none,no drill-down UI here,,LIVE,A,,,Same original_currency caveat as Cash Collected.,LIVE,A
SALE-0140,Sales Tracking → EOD Reports,DM Setter EOD fields,Rate Today,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).rate_today (int, CHECK 1..10 — migration 20260518160304...sql:20)","None — a self-reported 1-10 scale rating the rep types in, NOT a computed ratio","count (1-10 scale, not %)",'today',yes,none,none,,LIVE,A,,,"IMPORTANT CORRECTION to the earlier unverified pass: this is a RAW self-rating field (type:'scale', min 1 max 10 — eod-reports.ts:195,308), not a DERIVED percentage as the earlier pass guessed. Unit is a 1-10 scale, not %.",LIVE,A
SALE-0141,Sales Tracking → EOD Reports,DM Setter EOD fields,Objections,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).objections (text, freeform)",,text,'today',yes,none,none,,LIVE,A,,,"Freeform text field on this form (distinct from the Closer form's structured objections_categories multiselect, which maps to the separate call_objections table — see SALE-0154 area).",LIVE,A
SALE-0142,Sales Tracking → EOD Reports,Dialer EOD fields,Dials,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).dials, written by buildSetterActivityPayload(role='inbound_dialer') — eod-reports.ts:440-479",,count,'today' (activity_date),yes,none,no drill-down UI in EOD Reports itself,,LIVE,A,,,,LIVE,A
SALE-0143,Sales Tracking → EOD Reports,Dialer EOD fields,Connections,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).connections, written by buildSetterActivityPayload(role='inbound_dialer') — eod-reports.ts:440-479",,count,'today' (activity_date),yes,none,no drill-down UI in EOD Reports itself,,LIVE,A,,,,LIVE,A
SALE-0144,Sales Tracking → EOD Reports,Dialer EOD fields,Qualified Convos,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).qualified_convos, written by buildSetterActivityPayload(role='inbound_dialer') — eod-reports.ts:440-479",,count,'today' (activity_date),yes,none,no drill-down UI in EOD Reports itself,,LIVE,A,,,,LIVE,A
SALE-0145,Sales Tracking → EOD Reports,Dialer EOD fields,Sets,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).sets, written by buildSetterActivityPayload(role='inbound_dialer') — eod-reports.ts:440-479",,count,'today' (activity_date),yes,none,no drill-down UI in EOD Reports itself,,LIVE,A,,,,LIVE,A
SALE-0146,Sales Tracking → EOD Reports,Dialer EOD fields,Calls On Calendar,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).calls_on_calendar, written by buildSetterActivityPayload(role='inbound_dialer') — eod-reports.ts:440-479",,count,'today' (activity_date),yes,none,no drill-down UI in EOD Reports itself,,LIVE,A,,,,LIVE,A
SALE-0147,Sales Tracking → EOD Reports,Dialer EOD fields,Live Calls,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).live_calls, written by buildSetterActivityPayload(role='inbound_dialer') — eod-reports.ts:440-479",,count,'today' (activity_date),yes,none,no drill-down UI in EOD Reports itself,,LIVE,A,,,,LIVE,A
SALE-0148,Sales Tracking → EOD Reports,Dialer EOD fields,Closes,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).closes, written by buildSetterActivityPayload(role='inbound_dialer') — eod-reports.ts:440-479",,count,'today' (activity_date),yes,none,no drill-down UI in EOD Reports itself,,LIVE,A,,,,LIVE,A
SALE-0149,Sales Tracking → EOD Reports,Dialer EOD fields,Downsells,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).downsells, written by buildSetterActivityPayload(role='inbound_dialer') — eod-reports.ts:440-479",,count,'today' (activity_date),yes,none,no drill-down UI in EOD Reports itself,,LIVE,A,,,,LIVE,A
SALE-0150,Sales Tracking → EOD Reports,Dialer EOD fields,Cash Collected,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).cash_collected_cents + original_currency",Math.round(Number(input)*100),$ (as-entered currency),'today',yes,none,none,,LIVE,A,,SALE-0138,"Same field/table as DM Setter's Cash Collected, differing only by role='inbound_dialer'.",LIVE,A
SALE-0151,Sales Tracking → EOD Reports,Dialer EOD fields,Total Revenue,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).total_revenue_cents",Math.round(Number(input)*100),$ (as-entered currency),'today',yes,none,none,,LIVE,A,,SALE-0139,,LIVE,A
SALE-0152,Sales Tracking → EOD Reports,Dialer EOD fields,Rate Today,RAW,"public.setter_activity (org_id uuid not null, RLS: is_org_member — supabase/migrations/20260518160304_....sql:2-31).rate_today (CHECK 1..10)","self-reported scale, no formula","count (1-10 scale, not %)",'today',yes,none,none,,LIVE,A,,SALE-0140,"Same correction as SALE-0140: RAW self-rating, not a derived %.",LIVE,A
